0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.045255445,0.2333265,0.012936101,-0.21794023,-0.1417875,0.13458447,-0.10790098,0.065164275,-0.11137573,-0.23266834,-0.06191571,0.06456966,0.090498246,0.10941213,-0.20812915,0.01991808,-0.046306256,-0.07243755,0.04417033,0.013953319,0.058140118,-0.008164922,0.07893267,-0.003324588,-0.13099302,-0.01666321,-0.086450905,0.16142112,0.20144843,0.045542248,0.02865066,-0.24828137,0.20319079,-0.043863963,0.272033,0.11332925,-0.017696349,0.076238625,0.045193844,0.14342172,0.3389441,0.02459066,0.089607604,-0.12709641,-0.14932491,0.050157856,-0.17549115,-0.043891866,-0.11723383,-0.025350282,-0.117762506,-0.022197729,-0.13310488,-0.032267,-0.12640864,-0.067189544,0.09800127,-0.17854574,-0.3182048,-0.06815134,0.20912883,-0.011070864,-0.13708816,0.2240839,0.08054386,0.10531056,-0.03425138,0.17004444,0.040301453,-0.11340264,-0.28494355,-0.18301,-0.038071178,0.031619206,-0.06482455,-0.25936037,-0.26928392,0.078053825,-0.042035878,-0.042554326,-0.14920188,0.10496464,-0.11237129,-0.017368473,-0.13180798,-0.07888024,-0.05315596,-0.21471556,0.033055253,0.046638645,-0.07176897,0.05425711,-0.084177725,-0.13908055,0.30456206,-0.063389376,0.18140015,-0.06235872,-0.1875565,-0.08335854
0.053612296,0.2517587,0.032797642,-0.2056995,-0.1731455,0.13974611,-0.11816452,0.07581021,-0.104524195,-0.27048534,-0.09341928,0.10098647,0.11092035,0.13298278,-0.24869578,0.023840955,-0.04371759,-0.082605086,0.06799335,0.028797057,0.084304735,0.000596055,0.07879852,-0.001692397,-0.12115583,-0.017974826,-0.103986844,0.17844266,0.21807335,0.047085892,0.0395406,-0.26555702,0.22114535,-0.04987977,0.31128672,0.13806911,-0.003291991,0.11336128,0.03622336,0.12819317,0.40086493,0.037094764,0.1102752,-0.12608117,-0.17131725,0.08755513,-0.18897612,-0.022201795,-0.11882892,0.010473372,-0.122509815,-0.030285453,-0.12657772,-0.016081661,-0.12821946,-0.064751856,0.10335078,-0.20007205,-0.310819,-0.0504783,0.23051454,-0.012110433,-0.16253166,0.2585469,0.09587721,0.13855235,-0.022062553,0.17587148,0.062038712,-0.113913104,-0.26825315,-0.16122818,-0.040285517,0.046767164,-0.048421122,-0.2843564,-0.2966927,0.07965187,-0.05077743,-0.027446529,-0.17667978,0.12233886,-0.11520342,-0.023605352,-0.13362111,-0.096210495,-0.06380688,-0.24987276,0.048264816,0.025140328,-0.078808464,0.084134124,-0.06654417,-0.16248801,0.32484302,-0.06285873,0.21358575,-0.030040255,-0.20313329,-0.08276354
0.010837799,0.22665972,0.019998714,-0.1983624,-0.14700934,0.09276261,-0.10766114,0.041629445,-0.060652018,-0.18744992,-0.023970705,0.06477792,0.059690505,0.077040225,-0.166569,0.013862621,-0.023084223,-0.060586803,0.010659959,0.022512155,0.018270409,-0.04028879,0.058309503,-0.016704977,-0.13218312,-0.042481013,-0.061879307,0.14155205,0.18921916,0.030473232,0.053394094,-0.23095636,0.16341388,-0.036314894,0.21491645,0.077091865,-0.036424503,0.046583213,0.06851169,0.16706008,0.28586298,0.008885302,0.07355044,-0.13034181,-0.10340033,-0.007880031,-0.14629114,-0.066489406,-0.10737149,-0.050123278,-0.11446645,-0.008310028,-0.15821399,-0.037556294,-0.123757124,-0.057234358,0.11099535,-0.17557225,-0.30148202,-0.09629538,0.1797416,0.010030334,-0.11396137,0.17213254,0.07389847,0.06714198,-0.04713315,0.1514128,0.031959236,-0.07968437,-0.28846824,-0.19675724,-0.029430576,-0.00455703,-0.050964333,-0.25456592,-0.2088489,0.046493575,-0.039148632,-0.060683925,-0.13084172,0.10095273,-0.11069776,-0.01769353,-0.06810515,-0.094165556,-0.060633726,-0.19314721,0.024758764,0.05672367,-0.07515698,0.009255941,-0.083046496,-0.11569177,0.28030953,-0.045795463,0.13028206,-0.095435046,-0.16681919,-0.08386905
0.05291243,0.25024608,0.031498108,-0.20888151,-0.17266047,0.14360465,-0.116859555,0.07717041,-0.10833273,-0.2735866,-0.09241989,0.095890775,0.11044297,0.12968606,-0.2479089,0.023648165,-0.047406264,-0.08326506,0.07054024,0.026252825,0.08579849,0.00447784,0.079567425,0.00186499,-0.12348193,-0.01484377,-0.10466636,0.179655,0.21889311,0.04672992,0.03887346,-0.26363835,0.22413903,-0.051716097,0.31444415,0.1365221,-0.004999622,0.113817,0.03723677,0.12720214,0.40374765,0.040749986,0.10998321,-0.12646641,-0.17185144,0.08791497,-0.1897956,-0.02326384,-0.1189169,0.007954716,-0.1224148,-0.030154891,-0.12839873,-0.014964303,-0.12796746,-0.06472238,0.10191311,-0.19637011,-0.31102228,-0.04924879,0.23354033,-0.010237604,-0.16255994,0.26069298,0.094942376,0.13862452,-0.022475895,0.17561656,0.062306073,-0.1155813,-0.2660429,-0.16332532,-0.043967873,0.04725765,-0.048028428,-0.28307775,-0.29783136,0.08161747,-0.050330523,-0.028514449,-0.17554252,0.12463938,-0.11402345,-0.020813385,-0.13493922,-0.09642993,-0.06442308,-0.24858728,0.048472673,0.02447136,-0.081501186,0.08527931,-0.068580456,-0.1634372,0.3231636,-0.06301222,0.21754858,-0.02822321,-0.20300144,-0.085288316
0.04695823,0.24256264,0.018901436,-0.21132877,-0.15309155,0.13673961,-0.109769136,0.06326899,-0.1024389,-0.24238572,-0.06277542,0.07255749,0.0860817,0.11203004,-0.21467507,0.021830147,-0.0344385,-0.08532632,0.058224972,0.01990752,0.06328373,-0.006674205,0.07975083,0.005767727,-0.13405266,-0.019596979,-0.0798895,0.16036288,0.20723195,0.051511645,0.030110944,-0.24594906,0.19888066,-0.03577777,0.27869356,0.11669572,-0.024820361,0.10213273,0.059888113,0.12746085,0.37227133,0.03751149,0.08613564,-0.13166411,-0.15323062,0.062337037,-0.16341107,-0.035377186,-0.10917339,-0.002616201,-0.116506726,-0.024084184,-0.14128664,-0.022374896,-0.12786028,-0.06911793,0.100636765,-0.18949886,-0.32131055,-0.06968851,0.2302326,-0.006400488,-0.14225338,0.22829139,0.08155395,0.108945034,-0.025185857,0.16883285,0.042609427,-0.114063755,-0.28426442,-0.17715329,-0.035619117,0.028905975,-0.04945623,-0.2621778,-0.27083543,0.06624535,-0.043362837,-0.042041212,-0.1542892,0.113193765,-0.10879198,-0.016451696,-0.12226098,-0.098239146,-0.067038625,-0.22691873,0.03597179,0.042848468,-0.07795559,0.062569395,-0.07109256,-0.14846681,0.30190945,-0.0640841,0.18927725,-0.044626053,-0.1830365,-0.08934827
-0.02690697,0.225903,0.021108646,-0.17392729,-0.17946042,0.06474451,-0.09689136,0.039433386,-0.022669611,-0.25557938,-0.035955355,0.08902543,0.13437131,0.1163779,-0.22314526,0.003335951,-0.000333757,-0.037376408,-0.01933921,0.017614266,0.036285613,-0.006764185,0.0797936,-0.073632054,-0.10803708,-0.006258133,-0.07400644,0.13263473,0.2268322,0.002854414,0.054248232,-0.26697096,0.18203947,-0.040624667,0.20630464,0.093231015,-0.0317763,-0.043302983,0.00451254,0.13534217,0.32538372,-0.027245255,0.061155416,-0.07957816,-0.13864201,-0.012463266,-0.19075777,-0.039954606,-0.11590796,-0.06001306,-0.107944734,-0.002078811,-0.13860716,-0.01680831,-0.10670626,-0.000770548,0.11448869,-0.18493764,-0.28758338,-0.09633048,0.15696119,0.02710701,-0.14886014,0.18731342,0.08775245,0.102613404,-0.047186814,0.12946233,0.0844984,-0.040644567,-0.23817232,-0.20304921,0.0044521,0.013474077,-0.03939418,-0.22212334,-0.2586428,0.10169641,-0.0779892,-0.0332206,-0.12444951,0.14618422,-0.15099609,0.008114181,-0.10961833,-0.11937374,-0.02917567,-0.23564447,0.058564436,0.019733937,-0.09391699,0.003557561,-0.08863057,-0.12674852,0.28767142,-0.058794912,0.1624023,-0.106049344,-0.21187675,-0.026009634
0.028992137,0.24428503,0.02709804,-0.20434795,-0.15203415,0.12112055,-0.11750179,0.055054195,-0.089305036,-0.23163281,-0.052141964,0.076229945,0.08396696,0.097560324,-0.19894636,0.012107026,-0.037663072,-0.08173093,0.041188546,0.009557266,0.048415605,-0.021309942,0.075793006,-0.002887047,-0.12724328,-0.032851264,-0.07013337,0.1552925,0.19778682,0.037449934,0.03482603,-0.25138474,0.18574464,-0.044150714,0.25515693,0.10101762,-0.022872308,0.08195086,0.06170618,0.15031706,0.32770646,0.019436385,0.088380285,-0.13326643,-0.13668373,0.03581592,-0.167355,-0.034544766,-0.11227915,-0.022420393,-0.120914385,-0.00905729,-0.15214671,-0.023276154,-0.114588395,-0.065098256,0.1029892,-0.17735152,-0.30384395,-0.07556357,0.21275787,0.004574387,-0.13096723,0.21222232,0.07942764,0.08362538,-0.03753868,0.15985087,0.037975926,-0.103559256,-0.28796765,-0.17804645,-0.050556056,0.024404539,-0.05127229,-0.25481367,-0.2464201,0.06098754,-0.036588937,-0.04771012,-0.14418478,0.10126139,-0.10953979,-0.018958028,-0.10583988,-0.08725456,-0.06543495,-0.22095683,0.030001167,0.051258963,-0.076477274,0.046605233,-0.073391795,-0.14737462,0.29398432,-0.04953911,0.17363878,-0.059767116,-0.17679068,-0.086600766
0.04271749,0.24966834,0.023503019,-0.20134269,-0.15432683,0.12926634,-0.12614663,0.062326644,-0.098477565,-0.23463118,-0.06655374,0.08133431,0.08335293,0.1008115,-0.21678558,0.0201708,-0.05133197,-0.083802894,0.049159423,0.02866939,0.06679492,-0.017019698,0.0696637,-0.002189101,-0.11979637,-0.033566322,-0.08515467,0.16733092,0.20449336,0.041094646,0.03355332,-0.24307543,0.20124349,-0.045902014,0.2871376,0.10254406,-0.013862178,0.11397679,0.057575412,0.15339977,0.35796955,0.03208234,0.10154854,-0.13157411,-0.15068041,0.058234066,-0.16683245,-0.029536784,-0.11095791,-0.013085043,-0.12966792,-0.019499695,-0.13836314,-0.026534226,-0.12099515,-0.07359796,0.09970931,-0.17972241,-0.31346476,-0.06585059,0.21360825,-0.007739913,-0.14689541,0.22359717,0.09353681,0.10596391,-0.028337406,0.17299205,0.03820386,-0.11147271,-0.28657764,-0.16623904,-0.04490587,0.038151145,-0.051468965,-0.27869886,-0.25274473,0.05425527,-0.03581294,-0.0429994,-0.15628834,0.114330135,-0.10419501,-0.027282963,-0.105672,-0.09394798,-0.0684941,-0.22408763,0.032245237,0.039841127,-0.07817476,0.05783664,-0.066133946,-0.14522634,0.3044659,-0.057972934,0.18458185,-0.04584511,-0.19678582,-0.09263555
0.03280204,0.22738275,0.017282223,-0.20725343,-0.13739678,0.114595465,-0.11626276,0.04030826,-0.087242655,-0.20323098,-0.03643763,0.07844572,0.07082247,0.09472007,-0.18025483,0.008172674,-0.035033107,-0.07654015,0.029176455,0.030727038,0.04089195,-0.035312995,0.057832487,-0.01529675,-0.12459703,-0.04031286,-0.07044541,0.15133305,0.1896765,0.03367424,0.04412184,-0.2333352,0.16956131,-0.048207615,0.23158057,0.089813076,-0.027071133,0.067393385,0.05977493,0.16828702,0.30372623,0.017205872,0.0719865,-0.13170654,-0.12523617,0.015576252,-0.1523553,-0.060642608,-0.118707,-0.034257185,-0.12470467,-0.00621255,-0.15206932,-0.033043183,-0.1261523,-0.0666539,0.09801431,-0.17189755,-0.30856812,-0.091477625,0.19503716,0.003922259,-0.123792514,0.20014066,0.07794073,0.08025556,-0.039577484,0.1589885,0.02391985,-0.093288004,-0.29876596,-0.18291059,-0.042191744,0.016527357,-0.058589246,-0.25930822,-0.22234727,0.05982065,-0.03425744,-0.052422184,-0.13814597,0.09058058,-0.110187724,-0.01907098,-0.08822404,-0.08809132,-0.06859536,-0.20091914,0.01161177,0.061646253,-0.06585426,0.028959636,-0.07453992,-0.13031878,0.29850772,-0.05785959,0.13926001,-0.07455716,-0.1728933,-0.08142744
0.042126935,0.22269662,0.01186916,-0.2095495,-0.1414448,0.12481055,-0.11093723,0.056669354,-0.09148145,-0.20656359,-0.039576437,0.07142581,0.08240201,0.09433504,-0.19100049,0.017337112,-0.0408009,-0.07867784,0.041493546,0.023389203,0.041234493,-0.0338224,0.056724455,-0.01099421,-0.12715481,-0.026844148,-0.07603569,0.16344136,0.19098516,0.042260397,0.0351963,-0.23225135,0.18290612,-0.04618944,0.24085337,0.10349735,-0.030624349,0.07839836,0.059332997,0.15489396,0.31663528,0.023086641,0.0802227,-0.1393738,-0.12213072,0.030440768,-0.15449986,-0.053727787,-0.11831484,-0.026025059,-0.11786942,-0.011526939,-0.14605843,-0.03326682,-0.13201609,-0.06684929,0.10452956,-0.17243452,-0.32013875,-0.0739692,0.19707148,-0.009830667,-0.13320674,0.20242167,0.08608934,0.092095695,-0.030447558,0.16989061,0.030506533,-0.10470417,-0.2953879,-0.18096283,-0.039927233,0.032725528,-0.053473752,-0.26882526,-0.2418404,0.057069868,-0.036368556,-0.054519728,-0.14410353,0.10152495,-0.10931969,-0.015829531,-0.10647832,-0.089215815,-0.07056734,-0.19945966,0.011752264,0.05907397,-0.066412464,0.042714328,-0.07500899,-0.1317796,0.30422732,-0.061927248,0.14903304,-0.06115713,-0.18368244,-0.08226908
