0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.040810276,0.2197547,0.019069415,-0.20354298,-0.13371699,0.11239409,-0.11676273,0.03543419,-0.09005497,-0.17629093,-0.03097631,0.073491566,0.054579936,0.08265108,-0.14061712,-0.002384953,-0.03935122,-0.08951368,0.01838868,0.042373586,0.00989295,-0.064660534,0.032719214,-0.006155502,-0.1378832,-0.065194115,-0.07372206,0.14934957,0.17254496,0.051496025,0.05398241,-0.23200217,0.16511816,-0.08722249,0.20456289,0.09454226,-0.020624343,0.06974424,0.063857175,0.18730654,0.2769092,0.014906079,0.04553822,-0.15049359,-0.101347364,0.004096008,-0.1577056,-0.07713885,-0.120802216,-0.04116682,-0.10843505,0.002585767,-0.16579744,-0.02601935,-0.13820952,-0.094225705,0.09722813,-0.17227358,-0.31465268,-0.10822499,0.19884266,0.001750667,-0.11189994,0.21082573,0.075062774,0.06125606,-0.060856223,0.15468149,0.004622979,-0.063026294,-0.29204935,-0.1752519,-0.04828203,0.00639075,-0.06234361,-0.25174558,-0.20337236,0.044693023,-0.018950371,-0.0631237,-0.13318819,0.059689175,-0.1126431,-0.017624874,-0.06474474,-0.0888515,-0.06982954,-0.1943325,-0.010147158,0.07760164,-0.06753317,0.010339983,-0.06743245,-0.10956761,0.28679776,-0.046480786,0.11779555,-0.069996044,-0.163934,-0.085246615
0.037364427,0.25280622,0.026813982,-0.2032389,-0.16439535,0.123240516,-0.11669103,0.06474902,-0.102240056,-0.25103992,-0.078225106,0.078564785,0.10486439,0.13535386,-0.23257568,0.021617858,-0.040684886,-0.07429521,0.05349255,0.009703186,0.07304763,-0.003349704,0.07714292,-0.00968196,-0.1298332,-0.017581735,-0.10011138,0.16695659,0.21409987,0.03417492,0.026363555,-0.26773646,0.21187049,-0.039350882,0.2960661,0.12052959,-0.003876281,0.08458763,0.034495957,0.12838116,0.3784389,0.027867844,0.10549095,-0.12580295,-0.16414595,0.070902824,-0.18267226,-0.020690164,-0.115616135,0.005270802,-0.13033366,-0.025891643,-0.13185604,-0.01065425,-0.12686394,-0.06431615,0.10143486,-0.18689956,-0.31975153,-0.057101574,0.21377327,0.003459716,-0.15402988,0.24165553,0.092027485,0.1223636,-0.025415462,0.16090131,0.057088166,-0.11364501,-0.2633646,-0.17192827,-0.044779714,0.039945588,-0.056746427,-0.27016047,-0.29261112,0.084700055,-0.0531502,-0.026872845,-0.15063928,0.12880743,-0.1146281,-0.010733169,-0.14253244,-0.08720405,-0.04683408,-0.24060774,0.040111955,0.022188583,-0.08159427,0.07754544,-0.06669084,-0.1529199,0.31402,-0.061849978,0.20510869,-0.046347484,-0.20075557,-0.07610019
0.051888056,0.25418004,0.03244806,-0.21264115,-0.17939931,0.14533195,-0.11502965,0.08053889,-0.115215555,-0.27599815,-0.10379494,0.09163318,0.10128127,0.1396461,-0.25673878,0.025475608,-0.051408224,-0.088118,0.06837305,0.012233263,0.088091515,0.017606929,0.08975867,0.004416843,-0.12552404,-0.007223342,-0.105120644,0.17774788,0.22501144,0.043240167,0.03206431,-0.26522473,0.22804779,-0.033401817,0.32917842,0.1332096,-0.011390061,0.1150678,0.042180337,0.11690431,0.40817294,0.03757761,0.13026707,-0.13016707,-0.17740864,0.091439776,-0.18797626,-0.009815242,-0.11336742,0.016378544,-0.13168378,-0.035035893,-0.12053142,-0.018530259,-0.124888174,-0.06311196,0.10208554,-0.20161985,-0.32053256,-0.04493853,0.22700836,-0.017016111,-0.16223118,0.24614061,0.091642156,0.13322242,-0.021953639,0.17164373,0.060260512,-0.13409692,-0.2721412,-0.16555709,-0.05132436,0.041657392,-0.05038423,-0.27116966,-0.30250213,0.07696383,-0.04503452,-0.022376208,-0.17640634,0.13705343,-0.10662121,-0.023946842,-0.15015449,-0.085958,-0.062276725,-0.25247264,0.056998193,0.019199062,-0.07793567,0.085144415,-0.07398986,-0.16921254,0.3260089,-0.06868748,0.22349817,-0.031620312,-0.20734239,-0.09341598
0.016059685,0.21830218,0.014185173,-0.19891213,-0.14187078,0.092463784,-0.10701237,0.033771683,-0.07086375,-0.18521446,-0.018706996,0.065561935,0.056846965,0.07125124,-0.15130742,0.005666161,-0.032404516,-0.066725716,0.006553371,0.024620604,0.014801558,-0.048810694,0.049537767,-0.016812157,-0.1338084,-0.0470945,-0.06517631,0.13557824,0.18601084,0.03335455,0.058154624,-0.23258144,0.1535523,-0.047392465,0.20255162,0.07804327,-0.03306601,0.041821063,0.06890621,0.17251238,0.270686,0.004123516,0.056331847,-0.12878826,-0.10811222,-0.008593738,-0.15014094,-0.073985785,-0.10859557,-0.05368502,-0.11488605,0.003630541,-0.16813381,-0.03963058,-0.123626575,-0.056317125,0.10191277,-0.16050379,-0.30317622,-0.11099394,0.17985266,0.009872604,-0.11579799,0.18379484,0.073742375,0.05625124,-0.05055182,0.14748904,0.020750934,-0.07292235,-0.28947774,-0.1964521,-0.041763566,-8.99E-05,-0.057814296,-0.24697691,-0.20612605,0.05214651,-0.029127117,-0.05913078,-0.11804578,0.08772063,-0.10918687,-0.012951503,-0.07164034,-0.098550856,-0.060797837,-0.19308476,0.009855807,0.06549299,-0.075226896,0.002181061,-0.080255724,-0.11050595,0.27666235,-0.043965075,0.11440284,-0.0913357,-0.17345366,-0.09036412
0.031355508,0.24359855,0.014776139,-0.2038143,-0.19183852,0.103933305,-0.11958529,0.046840973,-0.08363938,-0.23521039,-0.07595806,0.09649766,0.07027679,0.13998924,-0.20572148,0.017713428,-0.031799775,-0.07836313,0.02591606,0.013161253,0.04093667,-0.027709017,0.065964274,-0.027488038,-0.13937855,-0.03153095,-0.11511097,0.14056969,0.19156249,0.034296956,0.030007446,-0.25421476,0.19984744,-0.04435321,0.28043687,0.11402342,-0.017427728,0.06253939,0.031196894,0.14250273,0.34898868,0.005157014,0.10468637,-0.12543051,-0.1546253,0.06170794,-0.16222855,-0.03426782,-0.106526054,-0.033968296,-0.12220645,-0.022408815,-0.1299573,-0.012658845,-0.13937451,-0.043659322,0.11533604,-0.18652624,-0.30304658,-0.06727591,0.2135485,0.003960308,-0.14496735,0.2049604,0.10443937,0.121662915,-0.03058707,0.14518571,0.063772716,-0.10376998,-0.28148454,-0.17198479,-0.042804714,0.030275155,-0.06032839,-0.26094514,-0.25627917,0.06667233,-0.05708518,-0.011310013,-0.15290517,0.13416006,-0.10616974,-0.016873704,-0.11696801,-0.09439763,-0.049639437,-0.20615806,0.03172687,0.047031797,-0.07426207,0.02865316,-0.07342548,-0.14163034,0.3023971,-0.074856296,0.16788584,-0.06822529,-0.19175318,-0.05444463
0.037894376,0.2553829,0.019385695,-0.20287275,-0.18850231,0.12811534,-0.11050604,0.078882925,-0.08906861,-0.25844935,-0.10130732,0.09190033,0.075402975,0.13645564,-0.23828834,0.031360153,-0.05128167,-0.080823116,0.047956444,0.016725931,0.06112959,0.003431575,0.07390024,0.001063745,-0.1394029,-0.02598069,-0.102830864,0.15558626,0.21365035,0.044070635,0.04434731,-0.2614943,0.20624489,-0.02307347,0.3131572,0.12562089,-0.016516885,0.09313273,0.05937536,0.11786626,0.38323376,0.002641475,0.1344331,-0.13003299,-0.1685363,0.08170319,-0.16470596,-0.033234447,-0.09511548,0.001142115,-0.11944576,-0.023815792,-0.11545591,-0.029154478,-0.12677795,-0.048218776,0.11305333,-0.19365901,-0.3109283,-0.049170032,0.21029657,-0.017941674,-0.1520112,0.21658672,0.0927491,0.12302982,-0.016480314,0.1689833,0.067973085,-0.13098139,-0.2782079,-0.18517102,-0.038827125,0.023781756,-0.048934914,-0.27907488,-0.28612316,0.05855894,-0.04351428,-0.019792657,-0.17906658,0.13507293,-0.10903232,-0.040213034,-0.12399259,-0.085940674,-0.04735862,-0.2571108,0.06948155,0.035057295,-0.07837036,0.06591486,-0.08461685,-0.14472197,0.30790207,-0.07035815,0.19591695,-0.045844454,-0.21155225,-0.08974112
0.024023188,0.24911019,0.01090333,-0.2068391,-0.153118,0.10729763,-0.12470907,0.04849952,-0.076270334,-0.21216883,-0.052892912,0.0796755,0.06823228,0.1060948,-0.19002071,0.019512478,-0.04003696,-0.07612973,0.026068728,0.024895603,0.03183157,-0.036597177,0.0560343,-0.004010368,-0.13425782,-0.036408838,-0.10558122,0.14586614,0.18493985,0.03872427,0.028745424,-0.23985896,0.18665826,-0.052171722,0.25878274,0.09858463,-0.026839737,0.07284792,0.051831566,0.15088864,0.32539287,0.009106884,0.0878049,-0.13218313,-0.1340355,0.038715072,-0.15102571,-0.05512289,-0.11638827,-0.041128963,-0.11738793,-0.008978721,-0.13998722,-0.03582377,-0.12246013,-0.06410954,0.104976915,-0.16710693,-0.30489707,-0.06952355,0.21052802,-0.003512045,-0.12648138,0.1917825,0.09239215,0.10929305,-0.024679232,0.14692236,0.045693837,-0.10533283,-0.2950747,-0.17256021,-0.04180181,0.039795157,-0.06390492,-0.26614305,-0.23126382,0.043585975,-0.05099545,-0.03708482,-0.14982022,0.114232674,-0.10678626,-0.022740824,-0.105730146,-0.097400814,-0.062213004,-0.21042652,0.034388535,0.06095303,-0.0686603,0.033459164,-0.07570792,-0.12991129,0.28618094,-0.06847807,0.15989068,-0.06899863,-0.19297324,-0.0640574
0.07089925,0.23980518,0.023808377,-0.21581781,-0.15706952,0.14484577,-0.11089087,0.075485356,-0.12425364,-0.24575675,-0.079396926,0.08436019,0.080144934,0.10960723,-0.22668608,0.028977502,-0.061683208,-0.09760782,0.058161687,0.02438886,0.07088311,-0.004002487,0.07039747,0.01042482,-0.12092579,-0.014893726,-0.100602515,0.16812342,0.21385567,0.04985856,0.038530387,-0.24519028,0.21842176,-0.04715588,0.29551348,0.12950155,-0.011407337,0.11163579,0.047389556,0.15643604,0.37161687,0.03601331,0.10231934,-0.13992688,-0.15280004,0.0656294,-0.16869955,-0.02976702,-0.1173786,-0.007343313,-0.13402076,-0.02532971,-0.12521343,-0.021285156,-0.12980856,-0.081616744,0.09736661,-0.1893674,-0.33089077,-0.060082417,0.22419488,-0.007696568,-0.15304264,0.22835185,0.08364381,0.10281397,-0.030350223,0.17399901,0.03283804,-0.12775415,-0.28690475,-0.15605049,-0.047669664,0.029609893,-0.04343642,-0.27659756,-0.257799,0.06517454,-0.03604298,-0.04270699,-0.16539097,0.10837505,-0.10208349,-0.022496734,-0.10994275,-0.0870732,-0.0809981,-0.2168681,0.030056022,0.047545582,-0.059271198,0.061094422,-0.06963066,-0.16287015,0.3261883,-0.06185241,0.1826674,-0.039318662,-0.18761672,-0.09437501
0.037962455,0.23807365,0.027425095,-0.20529148,-0.16015047,0.13682689,-0.10509048,0.062740155,-0.09648978,-0.2475891,-0.06285852,0.068435885,0.09507355,0.11620592,-0.21980917,0.023713855,-0.041025314,-0.07311005,0.05783235,0.002221291,0.06767843,0.005294845,0.07565787,-0.004996375,-0.13556471,-0.017222429,-0.08675529,0.17195992,0.20754562,0.040704735,0.033934537,-0.251279,0.19787568,-0.037105482,0.28318357,0.11751941,-0.027508069,0.087785706,0.056417372,0.12551233,0.36861315,0.030436587,0.105651625,-0.12992008,-0.15126134,0.061087266,-0.17490678,-0.02651181,-0.10832193,-0.009448997,-0.12502219,-0.022829467,-0.14221793,-0.016460607,-0.12624381,-0.061520256,0.10504764,-0.17790431,-0.31928784,-0.06548566,0.21095833,-0.00632482,-0.15260611,0.23733144,0.08653581,0.11758067,-0.022826461,0.1685053,0.052590374,-0.106217556,-0.27384087,-0.1778593,-0.046014503,0.03220721,-0.046407178,-0.26789153,-0.28041753,0.073546566,-0.044565428,-0.033627167,-0.15294345,0.12589411,-0.11082207,-0.016806625,-0.12554257,-0.09470591,-0.054304652,-0.23385975,0.039702956,0.02875539,-0.0811877,0.06849436,-0.07701632,-0.14895186,0.30600265,-0.057793923,0.19275472,-0.054500807,-0.19383216,-0.09010656
0.01920313,0.22300722,0.014796613,-0.19835281,-0.14817472,0.1014069,-0.12002778,0.034240056,-0.07610103,-0.20595059,-0.026906986,0.07685474,0.07935293,0.085018665,-0.16898258,0.010823766,-0.03270623,-0.07359304,0.014714366,0.025089266,0.029838543,-0.048600193,0.050697856,-0.018348018,-0.1305071,-0.04202409,-0.07446843,0.13753022,0.19035096,0.035628155,0.047515154,-0.23583902,0.1603621,-0.058526114,0.21797957,0.08983394,-0.025271842,0.04912299,0.049308736,0.17289926,0.29250526,0.002321871,0.06261907,-0.13114116,-0.11753199,0.011952883,-0.16123,-0.05220572,-0.11750649,-0.04900731,-0.121381015,-0.006691296,-0.16827475,-0.033463288,-0.12016886,-0.057650287,0.09911752,-0.16861202,-0.29960442,-0.10079216,0.19345644,0.016314108,-0.12493298,0.20008186,0.07809132,0.076001175,-0.04357032,0.1525875,0.02492478,-0.07811976,-0.29282048,-0.18417719,-0.03698759,0.014969649,-0.058171507,-0.24653943,-0.22072268,0.0591818,-0.038881686,-0.04538977,-0.12747298,0.09540612,-0.11196356,-0.015069242,-0.07526632,-0.098289676,-0.06386099,-0.18935761,0.010040727,0.05900185,-0.07359437,0.011548433,-0.07130478,-0.12258852,0.28443256,-0.051101513,0.13395005,-0.08223382,-0.1723049,-0.07421546
